CandidateID,Designation,Have you Completed your Graduation ?,Highest Educational Qualification,Total no of years Experience [before joining Piramal],Previous Industry worked with [before joining Piramal],Name of your Previous Organization / Company,How many Organization that you have worked before joining Piramal Finance ?,Average Incentive [per month] earned in your pervious company ?,How did you come to know about the role at Piramal Finance ?,Which Products you are selling in your pervious role ?,What was the average ticket size handled at your end in previous role ?,How many members are there in your family ?,How many are earning family members ? [Other then yourself]2,How many members are dependent on you ?,Department,DOJ,Location Code,Residential Pincode,Branch Pincode,Performance
EMP0350,DST,Full Time,Graduate,6,Banking,I process serviceces india pvt ltd (ICICI Bank Ltd) ,01-Feb,3K-7K,Referral,Housing Loans;,INR 15L and above,1 - 2 members,0,2,Mass Affluent Housing,25-05-23,6314,828404,828106,0
EMP0163,DST,Full Time,Graduate,4,NBFC,Aadhar Housing ,01-Feb,Above 10K,others,Housing Loans;,INR 5L - INR 15L,5 & Above members,100,3,Affordable Housing,10-08-23,6440,245101,245101,0
EMP0632,DST,Full Time,Post Graduate,8,Others,Kp singh dsa in lic hfl ,01-Feb,Above 10K,Referral,Housing Loans;Others;,INR 50K - INR 2L,3 - 4 members,1,3,Budget Housing,15-09-22,6251,282010,282002,1
EMP0815,DST,Full Time,Graduate,2,Others,,03-May,Above 10K,Referral,Personal Loan,INR 5L - INR 10L,5 & Above members,,0,Sales,18-05-23,6246,248001,248001,0
EMP0590,DST,Full Time,Post Graduate,5,NBFC,Aavas financer limited ,03-May,Above 10K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,1,3,Affordable Housing,22-05-23,6130,332601,302001,1
EMP0095,DST,Full Time,Graduate,2,NBFC,Home credit india,01-Feb,Above 10K,Consultant / Partners,Others;, INR 2L - INR 5L,5 & Above members,1,1,Secured Business Loan,19-05-22,6267,134003,133001,0
EMP0195,DST,Full Time,Post Graduate,0,others,,0 / Fresher,Nil,Referral,Others;,Fresher,3 - 4 members,2,2,Sales,20-03-23,6059,636016,636004,0
EMP0898,DST,Full Time,Graduate,0,Others,,0 / Fresher,Above 10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,3,Mass Affluent Housing,22-05-23,6113,560027,560052,0
EMP0211,DST,Full Time,Graduate,7,Banking,SURYODAY SMALL FINANCE BANK,01-Feb,3K-7K,Referral,Housing Loans;,INR 50K - INR 2L,5 & Above members,2,5,Affordable Housing,16-02-23,6048,620007,620001,0
EMP0643,DST,Full Time,Graduate,15,NBFC,Poonawalla Fincorp Ltd,01-Feb,3K-7K,Referral,Others;Housing Loans;,INR 15L and above,3 - 4 members,0,4,Mass Affluent Housing,23-01-23,6166,401202,401202,1
EMP0909,DST,,,0,NBFC,,0 / Fresher,3K-7K,Referral,Housing Loan,INR 10L and above,1 - 2 members,,1,Mass Affluent Housing,31-01-22,6020,500072,500029,0
EMP0715,DST,Full Time,Graduate,4,Others,,0 / Fresher,Less than 3K,External consultant,Housing Loan,INR 10L and above,5 & Above members,,6,Affordable Housing,03-04-23,6297,101213,110050,0
EMP0748,DST,,,,Others,,,Above 10K,Referral,Used Car Loan,INR 50K and below,5 & Above members,,4,Sales,07-08-23,6296,110053,110034,1
EMP0155,DST,Full Time,Graduate,4,NBFC,Home credit india,01-Feb,Above 10K,Referral,Personal Loans;Others;,INR 50K and below,5 & Above members,1,4,Mass Affluent Housing,17-01-22,6251,282001,282002,0
EMP0716,DST,,,,NBFC,,,3K-7K,Referral,Housing Loan, INR 2L - INR 5L,3 - 4 members,,1,Affordable Housing,14-11-22,6351,201003,110019,0
EMP0057,DST,Full Time,Graduate,2,NBFC,finova,01-Feb,Less than 3K,Referral,MSME / SME Loans;, INR 2L - INR 5L,5 & Above members,0,5,Affordable Housing,08-05-23,6448,303326,303303,0
EMP0794,DST,Full Time,Graduate,0,Others,,0 / Fresher,Nil,Referral,Housing Loan,INR 10L and above,1 - 2 members,,0,Budget Housing,15-06-23,6266,160036,160022,0
EMP0699,DST,Full Time,Graduate,6,Banking,Axis Bank Ltd,01-Feb,Above 10K,Advertisement / Job Portal,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,1 - 2 members,0,2,Mass Affluent Housing,27-12-21,6219,743318,700029,0
EMP0033,DST,Full Time,Graduate,4,Banking,Hdfc bank ltd,01-Feb,Above 10K,Referral,Current / Savings account [CASA];,INR 50K - INR 2L,3 - 4 members,200000,1,Affordable Housing,22-06-23,6264,273407,273001,0
EMP0930,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Loan Against Property/ Secured Business Loan,INR 10L and above,5 & Above members,,4,Secured Business Loan,06-03-23,2050,600021,600017,0
EMP0037,DST,Full Time,Graduate,3,Banking,HDFC Bank,03-May,3K-7K,Consultant / Partners,Others;,INR 50K and below,5 & Above members,3,4,Affordable Housing,06-04-23,6327,504105,504106,0
EMP0384,DST,Full Time,Graduate,5,Banking,Kotak Mahindra Prime Ltd,01-Feb,Above 10K,others,Car Loans / Used Car Loans;, INR 2L - INR 5L,3 - 4 members,0,5,Sales,08-11-21,6296,110094,110034,1
EMP0196,DST,Full Time,Graduate,10,NBFC,PROTIUM FIANACE LIMITED ,03-May,Above 10K,Referral,Housing Loans;,INR 15L and above,5 & Above members,3,6,Budget Housing,01-12-23,6030,607402,605005,0
EMP0141,DST,Full Time,Graduate,5,NBFC,Poonawala housing finance Ltd ,03-May,Above 10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,2,4,Mass Affluent Housing,03-11-23,6265,211013,211001,1
EMP0228,DST,Full Time,Post Graduate,7,Non NBFC,TVS CREDIT SERVICES LTD,03-May,3K-7K,Referral,Car Loans / Used Car Loans;,INR 15L and above,3 - 4 members,1,3,Sales,06-03-23,6049,624005,624002,0
EMP0132,DST,Full Time,Graduate,7,Banking,HDFC BANK LTD,01-Feb,Above 10K,Consultant / Partners,Current / Savings account [CASA];, INR 2L - INR 5L,3 - 4 members,2,1,Secured Business Loan,04-04-22,6016,505001,505001,1
EMP0765,DST,,,,NBFC,,,Less than 3K,Referral,Housing Loan,Fresher,3 - 4 members,,1,Affordable Housing,30-03-23,6297,110082,110050,0
EMP0137,DST,Full Time,Graduate,10,NBFC,Nil,0 / Fresher,Nil,Referral,Housing Loans;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,20-03-23,6263,232101,221010,0
EMP0518,DST,Full Time,Graduate,4,Others,Wheels eye private limited ,03-May,7K-10K,Others,Others;Car Loans / Used Car Loans;,Fresher,3 - 4 members,2,2,Affordable Housing,19-01-23,6389,365601,365601,0
EMP0700,DST,Full Time,Graduate,18,NBFC,Dewan Housing finance corporation ltd,03-May,Above 10K,Others,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,0,2,Mass Affluent Housing,08-12-21,6219,700030,700029,1
EMP0210,DST,Full Time,Post Graduate,0,others,Nil,0 / Fresher,Nil,Referral,Others;,Fresher,3 - 4 members,2,3,Sales,21-09-23,6046,625012,625002,0
EMP0922,DST,,,,NBFC,,,3K-7K,External consultant,Loan Against Property/ Secured Business Loan,INR 10L and above,3 - 4 members,,2,Secured Business Loan,18-05-23,2050,605201,600017,0
EMP0865,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Housing Loan, INR 2L - INR 5L,5 & Above members,,4,Mass Affluent Housing,31-01-22,6306,201304,201002,0
EMP0488,DST,Full Time,Post Graduate,8,NBFC,HDB Financial Services,01-Feb,3K-7K,Advertisement / Job Portal,Others;Car Loans / Used Car Loans;,INR 50K and below,3 - 4 members,1,2,Affordable Housing,17-04-23,6432,440034,441108,0
EMP0187,DST,Full Time,Graduate,3,Banking,Axis bank ,01-Feb,Above 10K,Referral,Car Loans / Used Car Loans;, INR 2L - INR 5L,3 - 4 members,2,2,Sales,08-05-23,6043,639110,641012,1
EMP0205,DST,Full Time,Post Graduate,1.5,NBFC,Bajaj finance limited ,01-Feb,Above 10K,Referral,Car Loans / Used Car Loans;, INR 2L - INR 5L,3 - 4 members,1,3,Sales,05-10-23,6043,641010,641012,0
EMP0073,DST,Full Time,Graduate,3,NBFC,Idfc first Bharat ,01-Feb,3K-7K,Advertisement / Job Portal,Personal Loans;,INR 5L - INR 15L,3 - 4 members,2,1,Sales,04-09-23,6072,686583,686001,0
EMP0816,DST,Full Time,Graduate,4.916666667,Others,,01-Feb,Above 10K,Referral,Housing Loan,INR 10L and above,5 & Above members,,0,Mass Affluent Housing,21-02-22,6246,248125,248001,1
EMP0216,DST,Full Time,Graduate,1,Banking,Hdfc bank,01-Feb,7K-10K,Referral,Housing Loans;,INR 50K - INR 2L,3 - 4 members,2,0,Affordable Housing,15-05-23,6038,604001,600061,0
EMP0928,DST,,,7,Others,,0 / Fresher,Above 10K,External consultant,Used Car Loan,INR 10L and above,3 - 4 members,,2,Sales,12-07-22,6022,500074,500035,1
EMP0045,DST,Full Time,Graduate,1,others,RR dairys ,0 / Fresher,3K-7K,Referral,Others;,Fresher,5 & Above members,3,2,Secured Business Loan,28-09-23,6333,500061,500016,0
EMP0231,DST,Full Time,Post Graduate,7,others,AKS Sales,5+,7K-10K,Advertisement / Job Portal,Others;, INR 2L - INR 5L,3 - 4 members,2,4,Mass Affluent Housing,28-02-22,6039,600047,600045,0
EMP0682,DST,Full Time,Post Graduate,4,Banking,hdfc bank ltd,01-Feb,7K-10K,Advertisement / Job Portal,Current / Saving account [CASA];Others;, INR 2L - INR 5L,3 - 4 members,2,0,Sales,01-08-22,2162,422005,422005,1
EMP0030,DST,Full Time,Post Graduate,4,Banking,Kotak Mahindra bank ltd,03-May,3K-7K,Advertisement / Job Portal,Others;Current / Savings account [CASA];Personal Loans;,INR 50K - INR 2L,1 - 2 members,1,1,Sales,07-11-22,6165,401209,401208,0
EMP0433,DST,Full Time,Post Graduate,2,NBFC,Mahindra home finance ,01-Feb,3K-7K,others,MSME / SME Loans;Housing Loans;,INR 5L - INR 15L,3 - 4 members,1,2,Secured Business Loan,08-12-21,2162,422012,422005,1
EMP0795,DST,,,,NBFC,,,Less than 3K,External consultant,Unsecure Business Loan, INR 2L - INR 5L,3 - 4 members,,2,Mass Affluent Housing,03-04-23,6020,500011,500029,0
EMP0808,DST,,,4.25,NBFC,,0 / Fresher,Above 10K,Referral,Loan Against Property/ Secured Business Loan,INR 10L and above,1 - 2 members,,0,Secured Business Loan,03-11-22,6115,380026,380009,0
EMP0507,DST,Full Time,Graduate,8,NBFC,mahindra rural housing finance,03-May,Less than 3K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 50K - INR 2L,5 & above members,3,2,Secured Business Loan,01-08-22,6125,361005,361008,0
EMP0077,DST,Full Time,Graduate,2,NBFC,IDFC FIRST BANK,01-Feb,Above 10K,Consultant / Partners,MSME / SME Loans;Personal Loans;,INR 5L - INR 15L,3 - 4 members,0,3,Business Loans,31-01-22,2088,401303,400063,1
EMP0860,DST,Full Time,Graduate,5,NBFC,,01-Feb,Less than 3K,Referral,Housing Loan,INR 10L and above,5 & Above members,,3,Mass Affluent Housing,09-01-23,6020,500013,500029,0
EMP0320,DST,Full Time,Post Graduate,2,Banking,HDFC sales,01-Feb,3K-7K,Direct Application,Housing Loans;,INR 50K - INR 2L,3 - 4 members,2,0,Affordable Housing,27-10-22,6037,600099,600116,0
EMP0082,DST,Full Time,Graduate,5,NBFC,Bharat Financial Inclusion Ltd,03-May,3K-7K,Referral,Current / Savings account [CASA];,INR 15L and above,3 - 4 members,1,2,Budget Housing,17-01-22,2162,422010,422005,0
EMP0690,DST,Full Time,Post Graduate,2.5,Others,Paytm ,01-Feb,Less than 3K,Consultant / Partners,Housing Loans;Others;,INR 50K - INR 2L,1 - 2 members,1,0,Budget Housing,29-08-22,6256,226020,226010,1
EMP0153,DST,Full Time,Graduate,10,NBFC,HDB financial services ,01-Feb,Above 10K,Referral,Personal Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,04-09-23,6460,609001,609001,0
EMP0254,DST,Full Time,Graduate,4,Banking,Quess corp Ltd ,01-Feb,7K-10K,Referral,Personal Loans;, INR 2L - INR 5L,5 & Above members,2,3,Sales,22-06-23,6043,641062,641012,0
EMP0914,DST,Full Time,Graduate,2,NBFC,,0 / Fresher,3K-7K,Referral,Unsecure Business Loan,INR 5L - INR 10L,3 - 4 members,,1,Business Loans,08-06-23,6386,571425,560010,0
EMP0067,DST,Full Time,Post Graduate,6,NBFC,Aadhar housing finance limited ,5+,Above 10K,Direct Application,Housing Loans;,INR 5L - INR 15L,3 - 4 members,2,2,Affordable Housing,18-04-22,6242,486001,454775,0
EMP0555,DST,Full Time,Graduate,2,Insurance,royal sundaram general insurance ltd,01-Feb,3K-7K,Consultant / Partners,Housing Loans;Others;,INR 15L and above,3 - 4 members,2,0,Affordable Housing,15-09-22,2088,400097,400063,0
EMP0621,DST,Full Time,Post Graduate,2,Banking,Sbi cap securities ,01-Feb,7K-10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,2,4,Affordable Housing,17-01-22,6006,535001,535003,0
EMP0731,DST,,,,NBFC,,,Above 10K,Referral,Personal Loan,INR 10L and above,3 - 4 members,,3,Sales,15-05-23,6081,560047,560092,0
EMP0434,DST,Full Time,Graduate,6,NBFC,Kotak Mahindra prime limited ,5+,3K-7K,Referral,Car Loans / Used Car Loans;,INR 15L and above,1 - 2 members,0,1,Sales,03-08-23,6022,500013,500035,1
EMP0730,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Housing Loan,INR 10L and above,5 & Above members,,4,Affordable Housing,17-04-23,6430,303104,302017,0
EMP0540,DST,Full Time,Post Graduate,5,Banking,ICICI Bank ,01-Feb,Above 10K,Others,Others;MSME / SME Loans;, INR 2L - INR 5L,3 - 4 members,1,1,Affordable Housing,13-04-23,6286,151001,151001,0
EMP0423,DST,Full Time,Post Graduate,4.5,NBFC,Bajaj finance limited,01-Feb,3K-7K,Advertisement / Job Portal,Personal Loans;,INR 15L and above,3 - 4 members,2,3,Sales,03-11-23,6233,497235,495001,0
EMP0366,DST,Full Time,Graduate,1.5,Banking,UTKARSH SMALL FINANCE BANK,01-Feb,7K-10K,Consultant / Partners,Current / Savings account [CASA];, INR 2L - INR 5L,3 - 4 members,1,0,Affordable Housing,12-09-22,6338,382330,382330,0
EMP0888,DST,Full Time,Graduate,0,NBFC,,0 / Fresher,Nil,Referral,,Fresher,5 & Above members,,5,Affordable Housing,07-08-23,6311,160036,160062,0
EMP0357,DST,Full Time,Graduate,1,others,,01-Feb,Nil,Referral,Housing Loans;,INR 5L - INR 15L,1 - 2 members,2,0,Affordable Housing,01-12-23,6268,135001,135003,1
EMP0279,DST,Full Time,Under Graduate,6,Banking,DBS BANK,5+,3K-7K,Referral,Personal Loans;,INR 5L - INR 15L,3 - 4 members,3,3,Sales,28-09-23,6040,626130,623006,0
EMP0630,DST,Full Time,Post Graduate,3,Banking,IDBI BANK,01-Feb,Less than 3K,Consultant / Partners,Current / Saving account [CASA];Personal Loans;, INR 2L - INR 5L,5 & Above members,1,5,Affordable Housing,27-06-22,6323,522421,522601,1
EMP0052,DST,Full Time,Post Graduate,4.5,Banking,Veritas finance,03-May,Above 10K,others,Others;,INR 50K - INR 2L,5 & Above members,3,4,Affordable Housing,11-05-23,6043,624701,641012,1
EMP0072,DST,Full Time,Graduate,9,others,MERIDIAN MOTO,03-May,3K-7K,others,Others;,Fresher,5 & Above members,1,4,Sales,03-11-23,6070,688004,682025,0
EMP0829,DST,Full Time,Graduate,2,NBFC,,0 / Fresher,3K-7K,External consultant,Housing Loan,INR 5L - INR 10L,5 & Above members,,3,Budget Housing,20-07-23,6246,248007,248001,1
EMP0644,DST,Full Time,Graduate,1,Others,Torrent power,0 / Fresher,Nil,Direct Application,Housing Loans;MSME / SME Loans;,Fresher,1 - 2 members,1,0,Housing Finance,24-01-22,6115,380061,380009,0
EMP0399,DST,Full Time,Graduate,10,others,Enlist Management Pvt Ltd(Indusind Bank),01-Feb,Above 10K,Referral,Others;,INR 15L and above,3 - 4 members,2,2,Mass Affluent Housing,03-03-22,6292,110034,201301,1
EMP0450,DST,Full Time,Graduate,3,NBFC,Tata Capital ,03-May,7K-10K,Direct Application,Personal Loans;Others;,INR 5L - INR 15L,3 - 4 members,1,2,Sales,29-09-22,6257,226013,226001,1
EMP0247,DST,Full Time,Post Graduate,2,NBFC,HDB FINANCE ,03-May,Above 10K,Direct Application,Personal Loans;Others;, INR 2L - INR 5L,3 - 4 members,1,3,Sales,12-07-22,6151,421605,421201,0
EMP0735,DST,,,,Others,,,Above 10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,0,Affordable Housing,21-04-22,6115,380004,380009,0
EMP0127,DST,Full Time,Post Graduate,6,Banking,Poonawalla fincorp ,03-May,Above 10K,Referral,Car Loans / Used Car Loans;,INR 15L and above,3 - 4 members,0,2,Sales,24-11-23,6046,625004,625002,1
EMP0560,DST,Full Time,Graduate,2,Banking,Bandhan bank private limited,01-Feb,Nil,Referral,Personal Loans;Others;,INR 50K - INR 2L,3 - 4 members,0,2,Affordable Housing,10-01-22,6250,244001,244001,1
EMP0239,DST,Full Time,Post Graduate,8,NBFC,SBI capital securities Ltd,03-May,Above 10K,Referral,Others;, INR 2L - INR 5L,3 - 4 members,0,3,Affordable Housing,20-10-22,6057,628202,628008,1
EMP0861,DST,Full Time,Graduate,4.208333333,NBFC,,03-May,3K-7K,Referral,, INR 2L - INR 5L,5 & Above members,,2,Mass Affluent Housing,12-07-22,6020,500068,500029,0
EMP0668,DST,Full Time,Graduate,6,Banking,Axis bank Ltd,5+,Above 10K,Referral,Current / Saving account [CASA];Others;,INR 5L - INR 15L,5 & Above members,2,4,Sales,07-07-22,6291,110062,121002,1
EMP0741,DST,Full Time,Post Graduate,0,NBFC,,0 / Fresher,Above 10K,Referral,Loan Against Property/ Secured Business Loan,INR 10L and above,3 - 4 members,,3,Secured Business Loan,19-12-22,6083,560026,560069,1
EMP0799,DST,Full Time,Graduate,0,NBFC,,0 / Fresher,3K-7K,Referral,Loan Against Property/ Secured Business Loan, INR 2L - INR 5L,5 & Above members,,2,Secured Business Loan,23-03-23,6115,380061,380009,0
EMP0139,DST,Full Time,Graduate,8,NBFC,Dhani,01-Feb,Above 10K,Referral,Housing Loans;,INR 50K - INR 2L,5 & Above members,2,0,Mass Affluent Housing,02-05-22,6014,524002,524001,1
EMP0494,DST,Full Time,Graduate,0,NBFC,,0 / Fresher,Nil,Others,Others;Personal Loans;,Fresher,3 - 4 members,1,3,Affordable Housing,17-04-23,6402,422620,422605,0
EMP0867,DST,Full Time,Graduate,5.583333333,NBFC,,03-May,Above 10K,External consultant,,INR 10L and above,3 - 4 members,,3,Affordable Housing,12-09-22,6115,387130,380009,0
EMP0005,DST,Full Time,Post Graduate,5.5,Banking,AXIS BANK LTD,01-Feb,7K-10K,Consultant / Partners,MSME / SME Loans;,INR 15L and above,1 - 2 members,0,2,Affordable Housing,01-08-22,6330,622504,622001,0
EMP0317,DST,Full Time,Graduate,4,others,Mauthi two wheeler finance,03-May,3K-7K,Advertisement / Job Portal,Others;, INR 2L - INR 5L,3 - 4 members,3,2,Sales,09-10-23,6048,621306,620001,0
EMP0098,DST,Full Time,Graduate,5,NBFC,Chola,03-May,Above 10K,Advertisement / Job Portal,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,1,4,Affordable Housing,31-01-22,6250,244001,244001,0
EMP0465,DST,Full Time,Graduate,9,NBFC,Mahindra & Mahindra Financial Services Limited,03-May,3K-7K,Referral,Car Loans / Used Car Loans;Others;,INR 15L and above,3 - 4 members,1,2,Sales,23-06-22,6207,422012,422002,0
EMP0264,DST,Full Time,Post Graduate,3,NBFC,IDFC ,01-Feb,Above 10K,Advertisement / Job Portal,MSME / SME Loans;, INR 2L - INR 5L,3 - 4 members,4000,3,Business Loans,09-02-22,6059,636458,636004,1
EMP0179,DST,Full Time,Post Graduate,10,Banking,HDFC Bank ,5+,3K-7K,others,Housing Loans;, INR 2L - INR 5L,3 - 4 members,0,2,Mass Affluent Housing,01-06-23,6463,611109,610002,0
EMP0534,DST,Full Time,Graduate,8,NBFC,Piramal housing finance ,01-Feb,Above 10K,Others,Housing Loans;MSME / SME Loans;, INR 2L - INR 5L,3 - 4 members,4,3,Affordable Housing,30-01-23,6021,509204,509001,0
EMP0501,DST,Full Time,Graduate,9,NBFC,HDB FINENCEL SEVICES LTD,03-May,7K-10K,Referral,Personal Loans;Others;,INR 5L - INR 15L,3 - 4 members,1,2,Business Loans,28-04-22,6261,208014,208001,1
EMP0070,DST,Full Time,Graduate,3.5,NBFC,IDFC first Bharat Ltd,03-May,3K-7K,Advertisement / Job Portal,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,1,3,Affordable Housing,12-09-22,6074,690515,690101,1
EMP0859,DST,Full Time,Graduate,0,Others,,0 / Fresher,3K-7K,External consultant,Unsecure Business Loan, INR 2L - INR 5L,5 & Above members,,3,Mass Affluent Housing,06-02-23,6020,500013,500029,0
EMP0051,DST,Full Time,Graduate,7,others,ANI TECHNOLOGY OLA KABS PVT LTD AND AIR TEL CHEQUE BOOK FINANCE ,03-May,Above 10K,Referral,Housing Loans;,INR 5L - INR 15L,5 & Above members,2,8,Mass Affluent Housing,31-01-22,6173,400013,400068,1
EMP0014,DST,Full Time,Post Graduate,10,Banking,Axis bank limited ,03-May,Above 10K,Advertisement / Job Portal,Personal Loans;,INR 5L - INR 15L,3 - 4 members,0,4,Sales,15-09-22,6243,452001,455001,1
EMP0506,DST,Full Time,Graduate,3,Others,Kheyti tech pvt lmt,01-Feb,3K-7K,Consultant / Partners,Others;MSME / SME Loans;,INR 50K - INR 2L,5 & above members,2,4,Housing Finance,09-08-22,6340,502108,502103,0
EMP0202,DST,Full Time,Under Graduate,3,NBFC,SHRIRAM FINANCE LIMITED ,0 / Fresher,Above 10K,Referral,Others;,INR 50K - INR 2L,3 - 4 members,2,3,Budget Housing,08-12-23,6030,605107,605005,1
EMP0784,DST,Full Time,Graduate,2.25,NBFC,,0 / Fresher,Above 10K,Referral,Housing Loan,INR 50K and below,1 - 2 members,,1,Mass Affluent Housing,25-08-22,6351,110025,110019,1
EMP0822,DST,Full Time,Graduate,3.555555556,NBFC,,03-May,Above 10K,Referral,Used Car Loan, INR 2L - INR 5L,5 & Above members,,0,Sales,01-08-22,6294,201001,201010,1
EMP0332,DST,Full Time,Graduate,2,others,Online News Channel,01-Feb,Above 10K,Referral,Housing Loans;,INR 50K and below,3 - 4 members,1,2,Affordable Housing,02-02-23,6066,673641,676121,0
EMP0834,DST,Full Time,Graduate,3.166666667,NBFC,,03-May,Above 10K,External consultant,Housing Loan, INR 2L - INR 5L,5 & Above members,,2,Mass Affluent Housing,18-05-23,6083,560062,560069,1
EMP0233,DST,Full Time,Graduate,1.5,Insurance,Canara hsbc,03-May,3K-7K,Consultant / Partners,Others;,INR 15L and above,5 & Above members,2,5,Affordable Housing,27-02-23,6056,627358,627002,0
EMP0538,DST,Full Time,Graduate,7,Banking,ICICI Bank ,5+,Above 10K,Referral,MSME / SME Loans;Housing Loans;,INR 15L and above,1 - 2 members,1,4,Affordable Housing,10-10-22,6252,211006,202001,0
EMP0286,DST,Full Time,Graduate,6,Banking,Hdfc sales ltd,5+,Above 10K,Referral,Housing Loans;,INR 15L and above,5 & Above members,2,2,Mass Affluent Housing,16-10-23,6410,600085,600054,0
EMP0059,DST,Full Time,Graduate,0,others,No,0 / Fresher,Nil,Referral,Personal Loans;,Fresher,5 & Above members,2,4,Sales,01-12-23,6046,624304,625002,1
EMP0722,DST,,,,NBFC,,,7K-10K,External consultant,Housing Loan,INR 10L and above,5 & Above members,,0,Affordable Housing,26-10-23,6354,226028,226014,1
EMP0813,DST,,,,NBFC,,,7K-10K,Referral,Personal Loan, INR 2L - INR 5L,5 & Above members,,3,Sales,11-08-22,6115,382345,380009,0
EMP0527,DST,Full Time,Graduate,4,NBFC,HDB financial services ,01-Feb,3K-7K,Referral,Others;Personal Loans;,INR 5L - INR 15L,5 & Above members,3,3,Mass Affluent Housing,05-05-22,6169,401209,401205,0
EMP0830,DST,,,0,NBFC,,0 / Fresher,7K-10K,Referral,Housing Loan,INR 10L and above,5 & Above members,,4,Affordable Housing,20-03-23,6294,201005,201010,0
EMP0702,DST,Full Time,Graduate,2,Banking,Kotak Mahindra Bank,01-Feb,Less than 3K,Advertisement / Job Portal,Housing Loans;Personal Loans;,INR 5L - INR 15L,3 - 4 members,2,1,Mass Affluent Housing,24-01-22,6292,201306,201301,0
EMP0257,DST,Full Time,Post Graduate,2,NBFC,Bajaj finance ltd ,01-Feb,Above 10K,Referral,Personal Loans;,INR 15L and above,3 - 4 members,1,3,Affordable Housing,15-05-23,6353,180003,180016,0
EMP0756,DST,,,,NBFC,,,Above 10K,Referral,Housing Loan, INR 2L - INR 5L,5 & Above members,,6,Affordable Housing,12-12-22,6378,201209,201308,0
EMP0904,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Housing Loan,INR 10L and above,1 - 2 members,,4,Affordable Housing,11-08-22,6298,122001,110076,0
EMP0201,DST,Full Time,Post Graduate,0,others,,0 / Fresher,Nil,Advertisement / Job Portal,Others;,Fresher,5 & Above members,1,2,Secured Business Loan,28-04-22,6030,605106,605005,0
EMP0890,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Used Car Loan,INR 50K and below,5 & Above members,,2,Sales,17-11-22,6020,500045,500029,1
EMP0721,DST,Full Time,Graduate,0.416666667,NBFC,,01-Feb,Less than 3K,Referral,Housing Loan,INR 10L and above,1 - 2 members,,1,Affordable Housing,12-12-23,6086,635119,635109,1
EMP0071,DST,Full Time,Graduate,8,NBFC,HDB FINANCE,5+,Above 10K,Referral,MSME / SME Loans;Personal Loans;Others;,INR 15L and above,3 - 4 members,1,3,Affordable Housing,19-12-22,6343,517001,517001,1
EMP0856,DST,,,,NBFC,,,7K-10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,2,Affordable Housing,30-03-23,6225,462010,462011,0
EMP0169,DST,Full Time,Graduate,3,NBFC,HDB Financial services ,03-May,Above 10K,Referral,Personal Loans;,INR 15L and above,3 - 4 members,2,1,Sales,04-09-23,6343,517422,517001,0
EMP0542,DST,Full Time,Diploma Holders,3,NBFC,Hdfc sales ,03-May,Above 10K,Others,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,10000,1,Affordable Housing,05-06-23,6071,683574,683101,0
EMP0788,DST,,,,Others,,,Above 10K,External consultant,Personal Loan,INR 10L and above,5 & Above members,,3,Mass Affluent Housing,07-03-22,6266,133001,160022,1
EMP0903,DST,,,,NBFC,,,Above 10K,External consultant,Housing Loan,INR 10L and above,3 - 4 members,,3,Mass Affluent Housing,03-03-22,6020,506122,500029,1
EMP0036,DST,Full Time,Graduate,3,Banking,Quess corp Ltd ,01-Feb,Above 10K,Referral,Personal Loans;,INR 15L and above,5 & Above members,300000,1,Sales,13-02-23,6243,452010,455001,1
EMP0031,DST,Full Time,Graduate,4,NBFC,Hdb financial services limited ,01-Feb,Above 10K,Referral,Personal Loans;, INR 2L - INR 5L,5 & Above members,3,1,Sales,29-09-22,6457,462022,462046,1
EMP0298,DST,Full Time,Graduate,3,NBFC,HDB Financial Services ,01-Feb,Above 10K,Referral,MSME / SME Loans;,INR 5L - INR 15L,5 & Above members,2,4,Business Loans,15-12-22,6058,637205,638011,1
EMP0658,DST,Full Time,Post Graduate,1,Non NBFC,SBI Credit card ,0 / Fresher,Above 10K,Direct Application,Others;FMCG;,INR 50K - INR 2L,3 - 4 members,3,0,Affordable Housing,29-12-22,6379,222109,222001,0
